Attendance,Internal_Marks,Assignment_Marks,Study_Hours,Previous_Results
64,28,18,2.3,First Class
65,18,18,8.8,First Class
55,27,25,5.6,Second Class
82,21,14,3.2,First Class
80,22,18,5.5,First Class
74,14,16,4.6,Second Class
77,25,21,4.6,First Class
59,21,7,2,Pass
78,24,14,2.4,Second Class
81,14,13,1.9,Pass
77,17,13,6.1,Second Class
80,20,19,6.1,Distinction
54,27,17,4.8,Second Class
68,22,25,3.1,Second Class
82,17,13,8,First Class
66,24,20,4.9,First Class
86,27,17,2.8,Distinction
74,14,21,6.6,Second Class
68,27,15,8.2,Distinction
82,30,16,2.2,First Class
72,10,15,4.7,Pass
82,30,13,5,First Class
75,21,15,2.2,First Class
69,17,23,7.6,Distinction
85,18,16,8.8,First Class
67,28,21,5.8,Distinction
87,20,22,4.3,First Class
64,12,18,3.7,Pass
64,22,15,3.4,Second Class
73,15,22,8.6,First Class
44,29,21,7.5,Distinction
74,18,18,4.5,Second Class
33,26,16,2.9,Second Class
90,30,22,0.5,First Class
60,30,18,2.9,First Class
74,26,20,2.1,Second Class
71,26,19,5.4,Second Class
100,22,13,5.4,First Class
63,23,17,2.4,Second Class
64,30,13,3.9,Second Class
51,30,19,1.9,Second Class
70,17,11,1.8,Pass
100,27,15,4.3,First Class
85,30,8,5.9,First Class
80,26,20,5.2,Distinction
100,23,15,7.7,First Class
56,24,16,1.9,Pass
81,19,19,3.1,First Class
70,22,20,5.7,First Class
54,20,16,6.5,Second Class
100,25,15,3.6,Second Class
82,25,19,1.9,First Class
76,18,18,5.7,Second Class
66,17,11,0.5,Fail
81,17,14,6.9,First Class
82,28,15,0.9,Second Class
78,23,15,8.2,Second Class
67,16,10,4.8,Pass
79,29,13,6.3,First Class
60,27,19,7.4,First Class
75,26,16,3.6,First Class
44,16,15,5.6,Second Class
87,23,21,4.2,First Class
100,26,18,3.7,First Class
49,24,10,4.4,Second Class
69,20,21,5,First Class
97,22,20,6,First Class
64,21,17,6.4,Second Class
100,22,13,6.3,First Class
91,23,20,1.6,First Class
85,17,16,4.2,Second Class
74,23,17,6.8,First Class
58,14,25,6.7,Second Class
100,18,22,4.8,Distinction
52,28,10,5,First Class
100,16,14,5.8,First Class
81,25,14,7.1,First Class
81,16,24,5.1,First Class
62,26,21,0.5,Second Class
100,21,14,3.7,Second Class
100,16,19,3.8,Second Class
98,23,9,6,Second Class
51,26,14,8.7,First Class
51,14,25,7.5,First Class
93,26,8,7,First Class
66,27,14,6.7,First Class
94,29,20,4.6,Distinction
89,25,16,7.5,Distinction
66,21,20,7.7,First Class
65,18,16,5,First Class
70,17,25,2.9,Pass
55,26,18,3.6,Second Class
79,26,11,4.9,First Class
70,21,19,2.8,Second Class
87,18,18,6,First Class
100,25,20,3.1,Distinction
35,19,18,2.3,Second Class
49,21,12,2.5,Pass
97,14,14,2.9,Second Class
89,24,15,6.7,Distinction
78,24,17,5.2,Second Class
57,19,23,6.8,First Class
74,19,25,5.7,First Class
91,16,12,5.6,Second Class
70,23,20,7.9,Distinction
75,19,16,6.5,Second Class
67,15,17,4.9,Pass
77,28,16,4,First Class
91,17,19,7.4,Second Class
65,23,20,6.5,First Class
89,17,18,3.1,Pass
48,30,14,5.6,First Class
80,30,12,2.1,Second Class
73,28,18,3.1,First Class
87,22,20,3.2,First Class
50,17,13,5.7,Second Class
100,30,18,5.1,Distinction
60,25,25,5.6,Distinction
79,18,19,4.2,First Class
77,24,15,7.1,First Class
100,28,19,5.7,First Class
